0	0.000151
1	0.000120
2	0.000078
3	0.000130
4	0.000151
5	0.000192
6	0.000286
7	0.000520
8	0.000447
9	0.000442
10	0.000557
11	0.000681
12	0.000754
13	0.000822
14	0.000525
15	0.000427
16	0.000427
17	0.000432
18	0.000255
19	0.000208
20	0.000265
21	0.000177
22	0.000224
23	0.000208
24	0.000312
25	0.000265
26	0.000473
27	0.000593
28	0.000629
29	0.000588
30	0.000557
31	0.000827
32	0.000692
33	0.000609
34	0.000759
35	0.000697
36	0.000520
37	0.000728
38	0.000780
39	0.001004
40	0.001108
41	0.001191
42	0.001160
43	0.001144
44	0.001020
45	0.001176
46	0.001259
47	0.001394
48	0.001701
49	0.001857
50	0.002356
51	0.003475
52	0.003808
53	0.004172
54	0.004796
55	0.006097
56	0.006471
57	0.006700
58	0.007137
59	0.007043
60	0.007376
61	0.009441
62	0.010232
63	0.011023
64	0.012110
65	0.012552
66	0.014451
67	0.016365
68	0.015725
69	0.016375
70	0.018310
71	0.018862
72	0.020381
73	0.018955
74	0.019148
75	0.018789
76	0.020209
77	0.021921
78	0.020266
79	0.018784
80	0.018331
81	0.017671
82	0.017717
83	0.017681
84	0.018758
85	0.018529
86	0.018056
87	0.016849
88	0.015434
89	0.014778
90	0.013618
91	0.012718
92	0.012011
93	0.011418
94	0.009618
95	0.008718
96	0.008443
97	0.008255
98	0.008474
99	0.007881
100	0.006461
101	0.005207
102	0.004541
103	0.003688
104	0.003464
105	0.003241
106	0.002970
107	0.003126
108	0.003095
109	0.003121
110	0.003126
111	0.003236
112	0.003043
113	0.003199
114	0.003386
115	0.003402
116	0.003381
117	0.003142
118	0.002835
119	0.003053
120	0.002773
121	0.002934
122	0.002960
123	0.002955
124	0.002960
125	0.003199
126	0.002892
127	0.002663
128	0.002866
129	0.003048
130	0.002606
131	0.002351
132	0.002211
133	0.001987
134	0.002024
135	0.001951
136	0.001998
137	0.002034
138	0.001971
139	0.002185
140	0.002351
141	0.002434
142	0.002346
143	0.002565
144	0.002356
145	0.002700
146	0.002591
147	0.002476
148	0.002289
149	0.002497
150	0.002346
151	0.002492
152	0.002674
153	0.002767
154	0.002382
155	0.002294
156	0.002122
157	0.002076
158	0.001971
159	0.001779
160	0.001774
161	0.001789
162	0.001878
163	0.001737
164	0.001685
165	0.001998
166	0.002039
167	0.002393
168	0.002138
169	0.002013
170	0.001899
171	0.001805
172	0.001680
173	0.001821
174	0.001919
175	0.001821
176	0.001904
177	0.001862
178	0.001670
179	0.001914
180	0.001945
181	0.001862
182	0.001587
183	0.001795
184	0.001659
185	0.001649
186	0.001701
187	0.001607
188	0.001332
189	0.001675
190	0.001717
191	0.001581
192	0.001368
193	0.001488
194	0.001472
195	0.001441
196	0.001467
197	0.001477
198	0.001352
199	0.001410
200	0.001613
201	0.001472
202	0.001628
203	0.001602
204	0.002013
205	0.001883
206	0.001592
207	0.001477
208	0.001571
209	0.001810
210	0.001680
211	0.001826
212	0.001862
213	0.001795
214	0.001982
215	0.001992
216	0.002268
217	0.002044
218	0.001743
219	0.001743
220	0.001483
221	0.001732
222	0.001904
223	0.001971
224	0.002346
225	0.002684
226	0.002533
227	0.002284
228	0.002190
229	0.002055
230	0.001862
231	0.001691
232	0.001649
233	0.001483
234	0.001514
235	0.001493
236	0.001342
237	0.001300
238	0.001243
239	0.001259
240	0.001202
241	0.001150
242	0.001056
243	0.000947
244	0.000994
245	0.000973
246	0.000848
247	0.000739
248	0.000728
249	0.000598
250	0.000557
251	0.000286
252	0.000208
253	0.000099
254	0.000062
255	0.000010
