0	0.003756
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.003849
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.003735
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.004141
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.003033
43	0.000000
44	0.000000
45	0.004604
46	0.000000
47	0.000000
48	0.003454
49	0.000000
50	0.003095
51	0.000000
52	0.004213
53	0.003475
54	0.003808
55	0.004172
56	0.004796
57	0.006097
58	0.006471
59	0.006700
60	0.007137
61	0.007043
62	0.016818
63	0.000000
64	0.010232
65	0.023133
66	0.012552
67	0.014451
68	0.016365
69	0.015725
70	0.016375
71	0.018310
72	0.018862
73	0.020381
74	0.018955
75	0.019148
76	0.018789
77	0.020209
78	0.000000
79	0.021921
80	0.020266
81	0.037115
82	0.000000
83	0.035388
84	0.000000
85	0.017681
86	0.018758
87	0.018529
88	0.018056
89	0.016849
90	0.015434
91	0.014778
92	0.013618
93	0.012718
94	0.012011
95	0.000000
96	0.011418
97	0.018336
98	0.000000
99	0.008443
100	0.008255
101	0.008474
102	0.007881
103	0.006461
104	0.000000
105	0.005207
106	0.004541
107	0.003688
108	0.003464
109	0.006211
110	0.003126
111	0.003095
112	0.003121
113	0.006362
114	0.003043
115	0.003199
116	0.003386
117	0.003402
118	0.000000
119	0.006523
120	0.002835
121	0.003053
122	0.005706
123	0.000000
124	0.002960
125	0.002955
126	0.006159
127	0.002892
128	0.000000
129	0.002663
130	0.005914
131	0.000000
132	0.002606
133	0.000000
134	0.004562
135	0.004011
136	0.000000
137	0.003948
138	0.000000
139	0.004005
140	0.004536
141	0.000000
142	0.002434
143	0.004911
144	0.002356
145	0.000000
146	0.005290
147	0.004765
148	0.000000
149	0.002497
150	0.004838
151	0.002674
152	0.000000
153	0.005150
154	0.004416
155	0.000000
156	0.004047
157	0.000000
158	0.003553
159	0.003667
160	0.000000
161	0.003423
162	0.000000
163	0.004037
164	0.000000
165	0.004531
166	0.000000
167	0.003912
168	0.000000
169	0.003485
170	0.003740
171	0.000000
172	0.003725
173	0.000000
174	0.003532
175	0.000000
176	0.005722
177	0.000000
178	0.000000
179	0.003381
180	0.000000
181	0.003308
182	0.000000
183	0.004640
184	0.000000
185	0.003392
186	0.000000
187	0.004437
188	0.000000
189	0.004380
190	0.000000
191	0.000000
192	0.002830
193	0.000000
194	0.004494
195	0.000000
196	0.003230
197	0.000000
198	0.000000
199	0.003896
200	0.000000
201	0.004640
202	0.000000
203	0.000000
204	0.003490
205	0.000000
206	0.003688
207	0.000000
208	0.003777
209	0.000000
210	0.000000
211	0.004260
212	0.000000
213	0.003787
214	0.000000
215	0.004957
216	0.000000
217	0.003875
218	0.000000
219	0.000000
220	0.002346
221	0.000000
222	0.005217
223	0.000000
224	0.002284
225	0.000000
226	0.004245
227	0.000000
228	0.005202
229	0.000000
230	0.000000
231	0.002996
232	0.000000
233	0.004135
234	0.000000
235	0.000000
236	0.004853
237	0.000000
238	0.000000
239	0.003969
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.004135
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
